Layer-1,Layer-2,Ana-1,Ana-2,Thickness,WaveLength,Core_Real,CoreImag,TotalPower,CorePower,EffectiveArea,EML,CLoss
AU,TIO2,1.3,1.32,35,1680,1.43E+00,-1.18E-08,4.54E-10,4.53E-10,1.86E-11,1.99E+01,0.38248
AU,TIO2,1.3,1.32,35,1700,1.43E+00,-1.29E-08,4.36E-10,4.34E-10,1.98E-11,1.99E+01,0.41354
AU,TIO2,1.3,1.32,35,1720,1.4266,-1.43E-08,4.43E-10,4.41E-10,2.07E-11,1.99E+01,0.45397
AU,TIO2,1.3,1.32,35,1740,1.426,-1.61E-08,4.20E-10,4.18E-10,1.67E-11,1.98E+01,0.5048
AU,TIO2,1.3,1.32,35,1760,1.4254,-1.83E-08,4.20E-10,4.19E-10,1.68E-11,1.98E+01,0.56871
AU,TIO2,1.3,1.32,35,1780,1.4248,-2.12E-08,4.11E-10,4.09E-10,1.75E-11,1.98E+01,0.64929
AU,TIO2,1.3,1.32,35,1800,1.4242,-2.47E-08,3.91E-10,3.90E-10,1.82E-11,1.98E+01,0.74891
AU,TIO2,1.3,1.32,35,1820,1.4236,-2.92E-08,3.92E-10,3.90E-10,2.10E-11,1.98E+01,0.87534
AU,TIO2,1.3,1.32,35,1840,1.423,-3.44E-08,3.74E-10,3.72E-10,1.96E-11,1.98E+01,1.0201
AU,TIO2,1.3,1.32,35,1860,1.4224,-4.11E-08,3.64E-10,3.62E-10,2.13E-11,1.98E+01,1.2061
AU,TIO2,1.3,1.32,35,1880,1.4218,-4.89E-08,3.64E-10,3.62E-10,2.00E-11,1.98E+01,1.4209
AU,TIO2,1.3,1.32,35,1900,1.4211,-5.88E-08,3.59E-10,3.57E-10,1.95E-11,1.98E+01,1.6887
AU,TIO2,1.3,1.32,35,1920,1.4205,-7.10E-08,3.49E-10,3.47E-10,2.03E-11,1.98E+01,2.0186
AU,TIO2,1.3,1.32,35,1940,1.4199,-8.60E-08,3.38E-10,3.36E-10,1.81E-11,1.98E+01,2.4186
AU,TIO2,1.3,1.32,35,1960,1.4192,-1.05E-07,3.31E-10,3.29E-10,1.94E-11,1.98E+01,2.9155
AU,TIO2,1.3,1.32,35,1980,1.4186,-1.28E-07,3.31E-10,3.29E-10,2.03E-11,1.98E+01,3.5274
AU,TIO2,1.3,1.32,35,2000,1.4179,-1.57E-07,3.19E-10,3.17E-10,2.10E-11,1.98E+01,4.2841
AU,TIO2,1.3,1.33,35,1500,1.4327,-5.44E-09,5.76E-10,5.74E-10,1.94E-11,1.99E+01,0.19797
AU,TIO2,1.3,1.33,35,1520,1.4322,-5.23E-09,5.58E-10,5.57E-10,1.66E-11,1.99E+01,0.18773
AU,TIO2,1.3,1.33,35,1540,1.4316,-5.54E-09,5.48E-10,5.46E-10,1.73E-11,1.99E+01,0.19636
AU,TIO2,1.3,1.33,35,1560,1.43E+00,-6.19E-09,5.42E-10,5.40E-10,1.64E-11,1.99E+01,0.21654
AU,TIO2,1.3,1.33,35,1580,1.43E+00,-7.07E-09,5.21E-10,5.19E-10,1.86E-11,1.99E+01,0.24434
AU,TIO2,1.3,1.33,35,1600,1.43E+00,-8.23E-09,5.12E-10,5.10E-10,1.80E-11,1.99E+01,0.28088
AU,TIO2,1.3,1.33,35,1620,1.43E+00,-9.44E-09,4.99E-10,4.98E-10,1.89E-11,1.99E+01,0.31786
AU,TIO2,1.3,1.33,35,1640,1.43E+00,-1.06E-08,4.82E-10,4.80E-10,1.96E-11,1.99E+01,0.35131
AU,TIO2,1.3,1.33,35,1660,1.43E+00,-1.17E-08,4.72E-10,4.70E-10,1.69E-11,1.99E+01,0.38511
AU,TIO2,1.3,1.33,35,1680,1.43E+00,-1.27E-08,4.56E-10,4.55E-10,1.58E-11,1.99E+01,0.41368
AU,TIO2,1.3,1.33,35,1700,1.43E+00,-1.38E-08,4.43E-10,4.41E-10,1.77E-11,1.99E+01,0.44365
AU,TIO2,1.3,1.33,35,1720,1.43E+00,-1.53E-08,4.35E-10,4.33E-10,1.71E-11,1.99E+01,0.48402
AU,TIO2,1.3,1.33,35,1740,1.43E+00,-1.71E-08,4.25E-10,4.23E-10,1.66E-11,1.98E+01,0.53538
AU,TIO2,1.3,1.33,35,1760,1.4254,-1.94E-08,4.20E-10,4.19E-10,1.83E-11,1.98E+01,0.60169
AU,TIO2,1.3,1.33,35,1780,1.4248,-2.24E-08,4.01E-10,4.00E-10,2.05E-11,1.98E+01,0.68656
AU,TIO2,1.3,1.33,35,1800,1.4242,-2.59E-08,3.93E-10,3.91E-10,1.93E-11,1.98E+01,0.78612
AU,TIO2,1.3,1.33,35,1820,1.4236,-3.04E-08,3.84E-10,3.83E-10,1.95E-11,1.98E+01,0.91017
AU,TIO2,1.3,1.33,35,1840,1.423,-3.58E-08,3.81E-10,3.80E-10,1.95E-11,1.98E+01,1.061
AU,TIO2,1.3,1.33,35,1860,1.4224,-4.22E-08,3.70E-10,3.69E-10,1.61E-11,1.98E+01,1.2396
AU,TIO2,1.3,1.33,35,1880,1.4218,-5.06E-08,3.58E-10,3.56E-10,2.05E-11,1.98E+01,1.4697
AU,TIO2,1.3,1.33,35,1900,1.4211,-6.05E-08,3.59E-10,3.57E-10,1.74E-11,1.98E+01,1.7376
AU,TIO2,1.3,1.33,35,1920,1.4205,-7.31E-08,3.48E-10,3.46E-10,2.15E-11,1.98E+01,2.0787
AU,TIO2,1.3,1.33,35,1940,1.4199,-8.82E-08,3.38E-10,3.36E-10,2.00E-11,1.98E+01,2.4819
AU,TIO2,1.3,1.33,35,1960,1.4192,-1.07E-07,3.45E-10,3.43E-10,1.64E-11,1.98E+01,2.9789
AU,TIO2,1.3,1.33,35,1980,1.4186,-1.31E-07,3.26E-10,3.24E-10,2.16E-11,1.98E+01,3.6028
AU,TIO2,1.3,1.33,35,2000,1.4179,-1.60E-07,3.21E-10,3.19E-10,2.15E-11,1.98E+01,4.3677
AU,TIO2,1.3,1.34,35,1500,1.4327,-1.26E-07,5.69E-10,5.68E-10,1.90E-11,1.99E+01,4.5858
AU,TIO2,1.3,1.34,35,1520,1.4322,-4.47E-08,5.73E-10,5.71E-10,1.65E-11,1.99E+01,1.6048
AU,TIO2,1.3,1.34,35,1540,1.4316,-1.99E-08,5.40E-10,5.39E-10,1.73E-11,1.99E+01,0.70674
AU,TIO2,1.3,1.34,35,1560,1.4311,-1.40E-08,5.32E-10,5.31E-10,1.66E-11,1.99E+01,0.49095
AU,TIO2,1.3,1.34,35,1580,1.4305,-1.23E-08,5.15E-10,5.13E-10,2.01E-11,1.99E+01,0.42454
AU,TIO2,1.3,1.34,35,1600,1.43,-1.23E-08,5.10E-10,5.09E-10,1.72E-11,1.99E+01,0.41864
AU,TIO2,1.3,1.34,35,1620,1.4294,-1.28E-08,4.83E-10,4.81E-10,1.88E-11,1.99E+01,0.42956
AU,TIO2,1.3,1.34,35,1640,1.4289,-1.37E-08,4.84E-10,4.82E-10,1.56E-11,1.99E+01,0.45428
AU,TIO2,1.3,1.34,35,1660,1.4283,-1.39E-08,4.67E-10,4.65E-10,1.76E-11,1.99E+01,0.45596
AU,TIO2,1.3,1.34,35,1680,1.4277,-1.52E-08,4.57E-10,4.55E-10,1.65E-11,1.99E+01,0.49387
AU,TIO2,1.3,1.34,35,1700,1.4272,-1.62E-08,4.46E-10,4.44E-10,1.60E-11,1.99E+01,0.52161
AU,TIO2,1.3,1.34,35,1720,1.4266,-1.76E-08,4.31E-10,4.29E-10,1.96E-11,1.99E+01,0.55842
AU,TIO2,1.3,1.34,35,1740,1.426,-1.94E-08,4.26E-10,4.24E-10,1.67E-11,1.98E+01,0.6094
AU,TIO2,1.3,1.34,35,1760,1.4254,-2.18E-08,4.22E-10,4.20E-10,1.71E-11,1.98E+01,0.6752
AU,TIO2,1.3,1.34,35,1780,1.4248,-2.47E-08,4.04E-10,4.02E-10,1.79E-11,1.98E+01,0.75883
AU,TIO2,1.3,1.34,35,1800,1.4242,-2.89E-08,3.88E-10,3.87E-10,1.82E-11,1.98E+01,0.87556
AU,TIO2,1.3,1.34,35,1820,1.4236,-3.29E-08,3.95E-10,3.93E-10,1.67E-11,1.98E+01,0.98657
AU,TIO2,1.3,1.34,35,1840,1.423,-3.87E-08,3.88E-10,3.86E-10,2.03E-11,1.98E+01,1.1467
AU,TIO2,1.3,1.34,35,1860,1.4224,-4.54E-08,3.71E-10,3.70E-10,1.87E-11,1.98E+01,1.3315
AU,TIO2,1.3,1.34,35,1880,1.4218,-5.36E-08,3.73E-10,3.71E-10,1.62E-11,1.98E+01,1.5563
AU,TIO2,1.3,1.34,35,1900,1.4211,-6.39E-08,3.58E-10,3.56E-10,1.66E-11,1.98E+01,1.8354
AU,TIO2,1.3,1.34,35,1920,1.4205,-7.66E-08,3.50E-10,3.48E-10,1.75E-11,1.98E+01,2.1763
AU,TIO2,1.3,1.34,35,1940,1.4199,-9.23E-08,3.41E-10,3.39E-10,2.03E-11,1.98E+01,2.5958
AU,TIO2,1.3,1.34,35,1960,1.4192,-1.11E-07,3.37E-10,3.35E-10,1.64E-11,1.98E+01,3.0997
AU,TIO2,1.3,1.34,35,1980,1.4186,-1.35E-07,3.28E-10,3.26E-10,1.94E-11,1.98E+01,3.7296
AU,TIO2,1.3,1.34,35,2000,1.4179,-1.65E-07,3.20E-10,3.18E-10,1.89E-11,1.98E+01,4.5019
AU,TIO2,1.3,1.35,35,1500,1.4327,-5.75E-09,5.80E-10,5.79E-10,1.53E-11,1.99E+01,0.20926
AU,TIO2,1.3,1.35,35,1520,1.4322,-1.04E-08,5.57E-10,5.55E-10,1.75E-11,1.99E+01,0.37356
AU,TIO2,1.3,1.35,35,1540,1.4316,-2.28E-08,5.44E-10,5.43E-10,1.53E-11,1.99E+01,0.80679
AU,TIO2,1.3,1.35,35,1560,1.4311,-6.58E-08,5.30E-10,5.28E-10,1.75E-11,1.99E+01,2.3009
AU,TIO2,1.3,1.35,35,1580,1.4305,-1.56E-07,5.23E-10,5.22E-10,1.66E-11,1.99E+01,5.3742
AU,TIO2,1.3,1.35,35,1600,1.43,-9.61E-08,5.02E-10,5.01E-10,1.87E-11,1.99E+01,3.2774
AU,TIO2,1.3,1.35,35,1620,1.4294,-5.27E-08,4.88E-10,4.86E-10,1.88E-11,1.99E+01,1.7757
AU,TIO2,1.3,1.35,35,1640,1.4289,-3.73E-08,4.80E-10,4.79E-10,1.61E-11,1.99E+01,1.2422
AU,TIO2,1.3,1.35,35,1660,1.4283,-3.08E-08,4.76E-10,4.74E-10,1.66E-11,1.99E+01,1.0131
AU,TIO2,1.3,1.35,35,1680,1.4277,-2.77E-08,4.60E-10,4.58E-10,1.95E-11,1.99E+01,0.90129
AU,TIO2,1.3,1.35,35,1700,1.4272,-2.66E-08,4.44E-10,4.42E-10,2.06E-11,1.99E+01,0.8539
AU,TIO2,1.3,1.35,35,1720,1.4266,-2.67E-08,4.34E-10,4.32E-10,1.70E-11,1.99E+01,0.84868
AU,TIO2,1.3,1.35,35,1740,1.426,-2.77E-08,4.29E-10,4.27E-10,1.60E-11,1.98E+01,0.86901
AU,TIO2,1.3,1.35,35,1760,1.4254,-2.95E-08,4.18E-10,4.16E-10,1.69E-11,1.98E+01,0.91528
AU,TIO2,1.3,1.35,35,1780,1.4248,-3.23E-08,4.00E-10,3.98E-10,2.02E-11,1.98E+01,0.98985
AU,TIO2,1.3,1.35,35,1800,1.4242,-3.59E-08,3.89E-10,3.87E-10,2.11E-11,1.98E+01,1.0892
AU,TIO2,1.3,1.35,35,1820,1.4236,-4.03E-08,3.83E-10,3.81E-10,2.04E-11,1.98E+01,1.2097
AU,TIO2,1.3,1.35,35,1840,1.423,-4.58E-08,3.79E-10,3.77E-10,1.83E-11,1.98E+01,1.359
AU,TIO2,1.3,1.35,35,1860,1.4224,-5.29E-08,3.73E-10,3.71E-10,1.97E-11,1.98E+01,1.5514
AU,TIO2,1.3,1.35,35,1880,1.4218,-6.12E-08,3.60E-10,3.59E-10,1.62E-11,1.98E+01,1.7775
AU,TIO2,1.3,1.35,35,1900,1.4211,-7.21E-08,3.55E-10,3.53E-10,2.06E-11,1.98E+01,2.0704
AU,TIO2,1.3,1.35,35,1920,1.4205,-8.55E-08,3.52E-10,3.50E-10,1.93E-11,1.98E+01,2.4295
AU,TIO2,1.3,1.35,35,1940,1.4199,-1.01E-07,3.44E-10,3.42E-10,1.75E-11,1.98E+01,2.8364
AU,TIO2,1.3,1.35,35,1960,1.4192,-1.21E-07,3.35E-10,3.33E-10,1.95E-11,1.98E+01,3.3601
AU,TIO2,1.3,1.35,35,1980,1.4186,-1.45E-07,3.31E-10,3.29E-10,1.65E-11,1.98E+01,3.995
AU,TIO2,1.3,1.35,35,2000,1.4179,-1.76E-07,3.15E-10,3.13E-10,2.08E-11,1.98E+01,4.7894
AU,TIO2,1.3,1.36,35,1500,1.4327,-3.32E-09,5.72E-10,5.71E-10,1.96E-11,1.99E+01,0.12063
AU,TIO2,1.3,1.36,35,1520,1.4322,-4.47E-09,5.59E-10,5.58E-10,1.66E-11,1.99E+01,0.16041
AU,TIO2,1.3,1.36,35,1540,1.4316,-6.16E-09,5.42E-10,5.40E-10,1.73E-11,1.99E+01,0.21815
AU,TIO2,1.3,1.36,35,1560,1.4311,-8.73E-09,5.37E-10,5.36E-10,1.55E-11,1.99E+01,0.30542
AU,TIO2,1.3,1.36,35,1580,1.4305,-1.30E-08,5.08E-10,5.07E-10,1.65E-11,1.99E+01,0.44869
AU,TIO2,1.3,1.36,35,1600,1.43,-2.06E-08,5.09E-10,5.08E-10,1.99E-11,1.99E+01,0.70346
AU,TIO2,1.3,1.36,35,1620,1.4294,-3.61E-08,4.97E-10,4.95E-10,1.55E-11,1.99E+01,1.2178
AU,TIO2,1.3,1.36,35,1640,1.4289,-7.06E-08,4.87E-10,4.86E-10,1.70E-11,1.99E+01,2.3506
AU,TIO2,1.3,1.36,35,1660,1.4283,-1.44E-07,4.76E-10,4.74E-10,1.57E-11,1.99E+01,4.7308
AU,TIO2,1.3,1.36,35,1680,1.4277,-2.12E-07,4.50E-10,4.48E-10,1.99E-11,1.99E+01,6.8721
AU,TIO2,1.3,1.36,35,1700,1.4272,-1.80E-07,4.43E-10,4.41E-10,1.78E-11,1.99E+01,5.77
AU,TIO2,1.3,1.36,35,1720,1.4266,-1.29E-07,4.38E-10,4.37E-10,1.58E-11,1.99E+01,4.0809
AU,TIO2,1.3,1.36,35,1740,1.426,-9.82E-08,4.29E-10,4.27E-10,1.66E-11,1.98E+01,3.0787
AU,TIO2,1.3,1.36,35,1760,1.4254,-8.22E-08,4.18E-10,4.16E-10,1.59E-11,1.98E+01,2.549
AU,TIO2,1.3,1.36,35,1780,1.4248,-7.43E-08,4.06E-10,4.05E-10,1.60E-11,1.98E+01,2.2794
AU,TIO2,1.3,1.36,35,1800,1.4242,-7.16E-08,3.89E-10,3.87E-10,2.04E-11,1.98E+01,2.1724
AU,TIO2,1.3,1.36,35,1820,1.4236,-7.18E-08,3.80E-10,3.79E-10,1.95E-11,1.98E+01,2.1545
AU,TIO2,1.3,1.36,35,1840,1.423,-7.47E-08,3.81E-10,3.79E-10,1.92E-11,1.98E+01,2.2143
AU,TIO2,1.3,1.36,35,1860,1.4224,-7.97E-08,3.70E-10,3.69E-10,1.88E-11,1.98E+01,2.3394
AU,TIO2,1.3,1.36,35,1880,1.4218,-8.75E-08,3.62E-10,3.60E-10,2.14E-11,1.98E+01,2.5401
AU,TIO2,1.3,1.36,35,1900,1.4211,-9.73E-08,3.54E-10,3.53E-10,2.14E-11,1.98E+01,2.7959
AU,TIO2,1.3,1.36,35,1920,1.4205,-1.10E-07,3.50E-10,3.48E-10,2.04E-11,1.98E+01,3.1213
AU,TIO2,1.3,1.36,35,1940,1.4199,-1.26E-07,3.50E-10,3.49E-10,1.75E-11,1.98E+01,3.531
AU,TIO2,1.3,1.36,35,1960,1.4192,-1.46E-07,3.29E-10,3.27E-10,2.04E-11,1.98E+01,4.0588
AU,TIO2,1.3,1.36,35,1980,1.4186,-1.71E-07,3.27E-10,3.25E-10,1.97E-11,1.98E+01,4.7024
AU,TIO2,1.3,1.36,35,2000,1.4179,-2.02E-07,3.21E-10,3.19E-10,1.81E-11,1.98E+01,5.4988
AU,TIO2,1.31,1.29,40,1500,1.43E+00,-4.29E-09,5.16E-10,5.14E-10,1.73E-11,1.99E+01,0.15617
AU,TIO2,1.31,1.29,40,1520,1.43E+00,-4.55E-09,5.08E-10,5.07E-10,1.74E-11,1.99E+01,0.16349
AU,TIO2,1.31,1.29,40,1540,1.43E+00,-5.14E-09,4.94E-10,4.93E-10,1.73E-11,1.99E+01,0.18207
AU,TIO2,1.31,1.29,40,1560,1.43E+00,-5.87E-09,4.93E-10,4.92E-10,1.73E-11,1.99E+01,0.20549
AU,TIO2,1.31,1.29,40,1580,1.43E+00,-6.59E-09,4.65E-10,4.63E-10,1.71E-11,1.99E+01,0.22749
AU,TIO2,1.31,1.29,40,1600,1.43E+00,-7.21E-09,4.67E-10,4.65E-10,1.67E-11,1.99E+01,0.24582
AU,TIO2,1.31,1.29,40,1620,1.43E+00,-7.84E-09,4.43E-10,4.42E-10,1.77E-11,1.99E+01,0.26425
AU,TIO2,1.31,1.29,40,1640,1.43E+00,-8.58E-09,4.44E-10,4.42E-10,1.91E-11,1.99E+01,0.28552
AU,TIO2,1.31,1.29,40,1660,1.43E+00,-9.49E-09,4.28E-10,4.27E-10,1.94E-11,1.99E+01,0.31211
AU,TIO2,1.31,1.29,40,1680,1.43E+00,-1.07E-08,4.16E-10,4.14E-10,1.88E-11,1.99E+01,0.34709
AU,TIO2,1.31,1.29,40,1700,1.43E+00,-1.22E-08,4.05E-10,4.03E-10,1.82E-11,1.99E+01,0.39174
AU,TIO2,1.31,1.29,40,1720,1.43E+00,-1.40E-08,4.05E-10,4.04E-10,1.96E-11,1.99E+01,0.44549
AU,TIO2,1.31,1.29,40,1740,1.43E+00,-1.63E-08,3.85E-10,3.84E-10,2.07E-11,1.98E+01,0.51115
AU,TIO2,1.31,1.29,40,1760,1.43E+00,-1.93E-08,3.83E-10,3.81E-10,1.76E-11,1.98E+01,0.59755
AU,TIO2,1.31,1.29,40,1780,1.42E+00,-2.27E-08,3.71E-10,3.69E-10,2.00E-11,1.98E+01,0.69586
AU,TIO2,1.31,1.29,40,1800,1.42E+00,-2.70E-08,3.64E-10,3.62E-10,1.98E-11,1.98E+01,0.81983
AU,TIO2,1.31,1.29,40,1820,1.42E+00,-3.24E-08,3.51E-10,3.50E-10,1.88E-11,1.98E+01,0.97285
AU,TIO2,1.31,1.29,40,1840,1.42E+00,-3.90E-08,3.44E-10,3.42E-10,2.09E-11,1.98E+01,1.1573
AU,TIO2,1.31,1.29,40,1860,1.42E+00,-4.71E-08,3.65E-10,3.63E-10,1.77E-11,1.98E+01,1.3806
AU,TIO2,1.31,1.29,40,1880,1.42E+00,-5.77E-08,3.28E-10,3.26E-10,1.72E-11,1.98E+01,1.6764
AU,TIO2,1.31,1.29,40,1900,1.42E+00,-7.06E-08,3.20E-10,3.19E-10,1.90E-11,1.98E+01,2.029
AU,TIO2,1.31,1.29,40,1920,1.42E+00,-8.69E-08,3.18E-10,3.16E-10,1.67E-11,1.98E+01,2.4712
AU,TIO2,1.31,1.29,40,1940,1.42E+00,-1.07E-07,3.14E-10,3.12E-10,2.04E-11,1.98E+01,3.0204
AU,TIO2,1.31,1.29,40,1960,1.42E+00,-1.33E-07,3.07E-10,3.05E-10,1.70E-11,1.98E+01,3.7153
AU,TIO2,1.31,1.29,40,1980,1.42E+00,-1.67E-07,3.05E-10,3.04E-10,1.71E-11,1.98E+01,4.5909
AU,TIO2,1.31,1.29,40,2000,1.42E+00,-2.09E-07,2.91E-10,2.89E-10,1.77E-11,1.98E+01,5.7014
AU,TIO2,1.31,1.3,40,1500,1.43E+00,-1.99E-08,5.25E-10,5.24E-10,1.68E-11,19.878,0.72544
AU,TIO2,1.31,1.3,40,1520,1.43E+00,-9.25E-09,5.11E-10,5.10E-10,1.83E-11,1.99E+01,0.33221
AU,TIO2,1.31,1.3,40,1540,1.43E+00,-7.55E-09,4.91E-10,4.90E-10,1.80E-11,1.99E+01,0.26768
AU,TIO2,1.31,1.3,40,1560,1.43E+00,-7.40E-09,5.01E-10,5.00E-10,1.60E-11,1.99E+01,0.25897
AU,TIO2,1.31,1.3,40,1580,1.43E+00,-7.82E-09,4.67E-10,4.65E-10,1.89E-11,1.99E+01,0.27003
AU,TIO2,1.31,1.3,40,1600,1.43E+00,-8.20E-09,4.52E-10,4.51E-10,1.79E-11,1.99E+01,0.27961
AU,TIO2,1.31,1.3,40,1620,1.43E+00,-8.70E-09,4.46E-10,4.45E-10,1.87E-11,1.99E+01,0.29303
AU,TIO2,1.31,1.3,40,1640,1.43E+00,-9.31E-09,4.33E-10,4.31E-10,1.59E-11,1.99E+01,0.30994
AU,TIO2,1.31,1.3,40,1660,1.43E+00,-1.02E-08,4.23E-10,4.21E-10,1.82E-11,1.99E+01,0.33571
AU,TIO2,1.31,1.3,40,1680,1.43E+00,-1.14E-08,4.23E-10,4.22E-10,1.97E-11,1.99E+01,0.36912
AU,TIO2,1.31,1.3,40,1700,1.43E+00,-1.29E-08,4.12E-10,4.10E-10,1.90E-11,19.854,0.41322
AU,TIO2,1.31,1.3,40,1720,1.43E+00,-1.48E-08,3.97E-10,3.95E-10,1.65E-11,19.852,0.47026
AU,TIO2,1.31,1.3,40,1740,1.43E+00,-1.72E-08,3.84E-10,3.83E-10,1.69E-11,19.849,0.53806
AU,TIO2,1.31,1.3,40,1760,1.43E+00,-2.00E-08,3.85E-10,3.83E-10,1.74E-11,19.846,0.6208
AU,TIO2,1.31,1.3,40,1780,1.42E+00,-2.36E-08,3.69E-10,3.67E-10,1.70E-11,19.844,0.72296
AU,TIO2,1.31,1.3,40,1800,1.42E+00,-2.78E-08,3.62E-10,3.61E-10,2.09E-11,19.84,0.84281
AU,TIO2,1.31,1.3,40,1820,1.42E+00,-3.34E-08,3.53E-10,3.51E-10,1.77E-11,19.838,1
AU,TIO2,1.31,1.3,40,1840,1.42E+00,-4.01E-08,3.50E-10,3.48E-10,1.60E-11,19.835,1.1897
AU,TIO2,1.31,1.3,40,1860,1.42E+00,-4.82E-08,3.70E-10,3.69E-10,1.77E-11,19.832,1.4133
AU,TIO2,1.31,1.3,40,1880,1.42E+00,-5.88E-08,3.31E-10,3.29E-10,1.80E-11,19.829,1.7073
AU,TIO2,1.31,1.3,40,1900,1.42E+00,-7.18E-08,3.27E-10,3.26E-10,1.82E-11,19.826,2.0631
AU,TIO2,1.31,1.3,40,1920,1.42E+00,-8.82E-08,3.27E-10,3.25E-10,1.64E-11,19.823,2.5076
AU,TIO2,1.31,1.3,40,1940,1.42E+00,-1.09E-07,3.17E-10,3.16E-10,2.12E-11,19.819,3.0586
AU,TIO2,1.31,1.3,40,1960,1.42E+00,-1.35E-07,3.09E-10,3.07E-10,1.84E-11,19.816,3.7569
AU,TIO2,1.31,1.3,40,1980,1.42E+00,-1.68E-07,3.00E-10,2.98E-10,2.16E-11,19.812,4.6339
AU,TIO2,1.31,1.3,40,2000,1.42E+00,-2.11E-07,2.99E-10,2.97E-10,2.04E-11,19.809,5.7498
AU,TIO2,1.31,1.31,40,1500,1.43E+00,-1.22E-08,5.26E-10,5.25E-10,1.75E-11,19.878,0.44547
AU,TIO2,1.31,1.31,40,1520,1.43E+00,-7.18E-08,5.07E-10,5.06E-10,1.86E-11,19.875,2.5789
AU,TIO2,1.31,1.31,40,1540,1.43E+00,-9.61E-08,4.95E-10,4.93E-10,1.53E-11,19.872,3.4061
AU,TIO2,1.31,1.31,40,1560,1.43E+00,-2.49E-08,4.97E-10,4.95E-10,1.72E-11,19.871,0.8711
AU,TIO2,1.31,1.31,40,1580,1.43E+00,-1.52E-08,4.59E-10,4.57E-10,1.59E-11,19.869,0.52497
AU,TIO2,1.31,1.31,40,1600,1.43E+00,-1.26E-08,4.53E-10,4.52E-10,1.75E-11,19.867,0.43071
AU,TIO2,1.31,1.31,40,1620,1.43E+00,-1.18E-08,4.47E-10,4.45E-10,1.60E-11,19.865,0.39672
AU,TIO2,1.31,1.31,40,1640,1.43E+00,-1.18E-08,4.37E-10,4.36E-10,1.76E-11,19.862,0.392
AU,TIO2,1.31,1.31,40,1660,1.43E+00,-1.23E-08,4.22E-10,4.21E-10,1.72E-11,19.86,0.40376
AU,TIO2,1.31,1.31,40,1680,1.43E+00,-1.32E-08,4.24E-10,4.23E-10,1.62E-11,19.857,0.43017
AU,TIO2,1.31,1.31,40,1700,1.43E+00,-1.46E-08,4.03E-10,4.01E-10,1.62E-11,19.854,0.46946
AU,TIO2,1.31,1.31,40,1720,1.4266,-1.64E-08,4.14E-10,4.12E-10,1.79E-11,19.852,0.52025
AU,TIO2,1.31,1.31,40,1740,1.426,-1.88E-08,3.82E-10,3.81E-10,1.61E-11,19.849,0.58815
AU,TIO2,1.31,1.31,40,1760,1.4254,-2.16E-08,3.76E-10,3.74E-10,1.61E-11,19.846,0.67057
AU,TIO2,1.31,1.31,40,1780,1.4248,-2.49E-08,3.77E-10,3.76E-10,2.10E-11,19.843,0.76319
AU,TIO2,1.31,1.31,40,1800,1.4242,-2.96E-08,3.60E-10,3.58E-10,1.64E-11,19.841,0.89719
AU,TIO2,1.31,1.31,40,1820,1.4236,-3.49E-08,3.55E-10,3.53E-10,1.96E-11,19.838,1.0478
AU,TIO2,1.31,1.31,40,1840,1.423,-4.18E-08,3.44E-10,3.42E-10,1.86E-11,19.835,1.2387
AU,TIO2,1.31,1.31,40,1860,1.4224,-5.00E-08,3.65E-10,3.64E-10,1.86E-11,19.832,1.4662
AU,TIO2,1.31,1.31,40,1880,1.4218,-6.06E-08,3.30E-10,3.29E-10,2.05E-11,19.828,1.7605
AU,TIO2,1.31,1.31,40,1900,1.4211,-7.38E-08,3.33E-10,3.31E-10,1.99E-11,19.825,2.1204
AU,TIO2,1.31,1.31,40,1920,1.4205,-9.04E-08,3.16E-10,3.14E-10,1.71E-11,19.823,2.5693
AU,TIO2,1.31,1.31,40,1940,1.4199,-1.11E-07,3.15E-10,3.13E-10,1.82E-11,19.819,3.1267
AU,TIO2,1.31,1.31,40,1960,1.4192,-1.37E-07,3.08E-10,3.07E-10,2.16E-11,19.816,3.8232
AU,TIO2,1.31,1.31,40,1980,1.4186,-1.71E-07,2.99E-10,2.97E-10,2.00E-11,19.813,4.7106
AU,TIO2,1.31,1.31,40,2000,1.4179,-2.14E-07,2.90E-10,2.88E-10,1.65E-11,19.809,5.8328
AU,TIO2,1.31,1.32,40,1500,1.4327,-4.31E-09,5.23E-10,5.21E-10,1.56E-11,19.878,0.15691
AU,TIO2,1.31,1.32,40,1520,1.4322,-6.55E-09,5.19E-10,5.17E-10,1.96E-11,19.876,0.23524
AU,TIO2,1.31,1.32,40,1540,1.4316,-1.17E-08,4.89E-10,4.88E-10,1.96E-11,19.874,0.41496
AU,TIO2,1.31,1.32,40,1560,1.4311,-2.92E-08,4.90E-10,4.88E-10,1.67E-11,19.871,1.0229
AU,TIO2,1.31,1.32,40,1580,1.43E+00,-1.36E-07,4.67E-10,4.66E-10,1.90E-11,1.99E+01,4.714
AU,TIO2,1.31,1.32,40,1600,1.43E+00,-1.43E-07,4.55E-10,4.53E-10,1.58E-11,1.99E+01,4.8848
AU,TIO2,1.31,1.32,40,1620,1.43E+00,-4.94E-08,4.41E-10,4.40E-10,1.57E-11,1.99E+01,1.6628
AU,TIO2,1.31,1.32,40,1640,1.43E+00,-2.94E-08,4.37E-10,4.35E-10,1.66E-11,1.99E+01,0.97697
