Layer-1,Layer-2,Ana-1,Ana-2,Thickness,WaveLength,Core_Real,CoreImag,TotalPower,CorePower,EffectiveArea,EML,CLoss
Au,TiO2,1.33,1.37,40,1600,1.43,-1.71E-08,4.73E-10,4.71E-10,1.87E-11,1.99E+01,5.85E-01
Au,TiO2,1.33,1.37,40,1620,1.4294,-1.28E-08,4.46E-10,4.45E-10,1.90E-11,1.99E+01,4.32E-01
Au,TiO2,1.33,1.37,40,1640,1.4289,-1.19E-08,4.27E-10,4.26E-10,1.92E-11,1.99E+01,0.3973
Au,TiO2,1.33,1.37,40,1660,1.4283,-1.23E-08,4.26E-10,4.24E-10,2.07E-11,1.99E+01,0.4052
Au,TiO2,1.33,1.37,40,1680,1.4277,-1.34E-08,4.16E-10,4.15E-10,1.82E-11,1.99E+01,0.43676
Au,TiO2,1.33,1.37,40,1700,1.4272,-1.52E-08,4.06E-10,4.05E-10,2.00E-11,1.99E+01,0.48895
Au,TiO2,1.33,1.37,40,1720,1.4266,-1.77E-08,3.95E-10,3.93E-10,1.91E-11,1.99E+01,0.56007
Au,TiO2,1.33,1.37,40,1740,1.426,-2.09E-08,3.87E-10,3.86E-10,2.08E-11,1.98E+01,0.65535
Au,TiO2,1.33,1.37,40,1760,1.4254,-2.51E-08,3.75E-10,3.73E-10,2.04E-11,1.98E+01,0.77811
Au,TiO2,1.33,1.37,40,1780,1.4248,-3.05E-08,3.76E-10,3.74E-10,1.93E-11,1.98E+01,0.93549
Au,TiO2,1.33,1.37,40,1800,1.4242,-3.75E-08,3.63E-10,3.62E-10,1.95E-11,1.98E+01,1.1372
Au,TiO2,1.33,1.37,40,1820,1.4236,-4.65E-08,3.55E-10,3.53E-10,1.66E-11,1.98E+01,1.3948
Au,TiO2,1.33,1.37,40,1840,1.423,-5.83E-08,3.40E-10,3.39E-10,1.95E-11,1.98E+01,1.7285
Au,TiO2,1.33,1.37,40,1860,1.4224,-7.33E-08,3.60E-10,3.58E-10,2.11E-11,1.98E+01,2.1505
Au,TiO2,1.33,1.37,40,1880,1.4218,-9.37E-08,3.36E-10,3.34E-10,1.95E-11,1.98E+01,2.7196
Au,TiO2,1.33,1.37,40,1900,1.4211,-1.20E-07,3.30E-10,3.29E-10,2.13E-11,1.98E+01,3.4569
Au,TiO2,1.33,1.37,40,1920,1.4205,-1.56E-07,3.20E-10,3.18E-10,1.85E-11,1.98E+01,4.4203
Au,TiO2,1.33,1.37,40,1940,1.4199,-2.03E-07,3.09E-10,3.07E-10,1.97E-11,1.98E+01,5.7043
Au,TiO2,1.33,1.37,40,1960,1.4192,-2.66E-07,3.13E-10,3.11E-10,2.13E-11,1.98E+01,7.4145
Au,TiO2,1.33,1.37,40,1980,1.4186,-3.50E-07,3.24E-10,3.22E-10,1.93E-11,1.98E+01,9.6386
Au,TiO2,1.33,1.37,40,2000,1.4179,-4.64E-07,2.94E-10,2.92E-10,2.15E-11,1.98E+01,12.675
Au,TiO2,1.33,1.37,40,2020,1.4173,-6.13E-07,2.87E-10,2.86E-10,2.10E-11,1.98E+01,16.552
Au,TiO2,1.33,1.37,40,2040,1.4166,-8.02E-07,2.90E-10,2.88E-10,2.10E-11,1.98E+01,21.451
Au,TiO2,1.33,1.37,40,2060,1.4159,-1.03E-06,2.81E-10,2.80E-10,1.66E-11,1.98E+01,27.328
Au,TiO2,1.33,1.37,40,2080,1.4153,-1.30E-06,2.68E-10,2.66E-10,1.99E-11,1.98E+01,34.114
Au,TiO2,1.33,1.37,40,2100,1.4146,-1.59E-06,2.66E-10,2.64E-10,1.69E-11,1.98E+01,41.396
Au,TiO2,1.33,1.37,40,2120,1.4139,-1.90E-06,2.73E-10,2.71E-10,1.94E-11,1.98E+01,49.019
Au,TiO2,1.33,1.37,40,2140,1.4132,-2.23E-06,2.60E-10,2.58E-10,1.98E-11,1.98E+01,56.951
Au,TiO2,1.33,1.37,40,2160,1.4125,-2.60E-06,2.55E-10,2.53E-10,1.75E-11,1.98E+01,65.633
Au,TiO2,1.33,1.37,40,2180,1.4118,-3.02E-06,2.51E-10,2.49E-10,2.21E-11,1.98E+01,75.55
Au,TiO2,1.33,1.37,40,2200,1.4111,-3.53E-06,2.46E-10,2.44E-10,1.77E-11,1.98E+01,87.502
Au,TiO2,1.33,1.37,40,2220,1.4104,-4.13E-06,2.41E-10,2.39E-10,2.28E-11,1.98E+01,101.54
Au,TiO2,1.33,1.37,40,2240,1.4097,-4.84E-06,2.41E-10,2.39E-10,2.26E-11,1.98E+01,117.9
Au,TiO2,1.33,1.37,40,2260,1.4089,-5.62E-06,2.27E-10,2.25E-10,2.37E-11,1.98E+01,135.67
Au,TiO2,1.33,1.37,40,2280,1.4082,-6.40E-06,2.33E-10,2.31E-10,2.21E-11,1.98E+01,153.28
Au,TiO2,1.33,1.37,40,2300,1.4075,-7.11E-06,2.24E-10,2.22E-10,2.29E-11,1.98E+01,168.77
Au,TiO2,1.33,1.37,40,2320,1.4068,-7.70E-06,2.43E-10,2.41E-10,1.82E-11,1.97E+01,181.21
Au,TiO2,1.33,1.37,40,2340,1.406,-8.04E-06,2.12E-10,2.10E-10,2.01E-11,1.97E+01,187.46
Au,TiO2,1.33,1.37,40,2360,1.4053,-8.22E-06,2.16E-10,2.14E-10,2.10E-11,1.97E+01,190.03
Au,TiO2,1.33,1.37,40,2380,1.4045,-8.24E-06,2.11E-10,2.09E-10,1.88E-11,1.97E+01,189.01
Au,TiO2,1.33,1.37,40,2400,1.4037,-8.17E-06,2.06E-10,2.03E-10,1.76E-11,1.97E+01,185.81
Au,TiO2,1.33,1.37,40,2420,1.403,-8.05E-06,2.01E-10,1.98E-10,1.84E-11,1.97E+01,181.53
Au,TiO2,1.33,1.37,40,2440,1.4022,-7.92E-06,1.99E-10,1.97E-10,2.36E-11,1.97E+01,177.18
Au,TiO2,1.33,1.37,40,2460,1.4014,-7.79E-06,1.95E-10,1.93E-10,2.27E-11,1.97E+01,172.75
Au,TiO2,1.33,1.37,40,2480,1.4007,-7.70E-06,1.94E-10,1.92E-10,1.78E-11,1.97E+01,169.38
Au,TiO2,1.33,1.37,40,2500,1.3999,-7.59E-06,1.92E-10,1.90E-10,1.82E-11,1.97E+01,165.7
Au,TiO2,1.33,1.38,40,1500,1.4327,-2.99E-09,5.11E-10,5.10E-10,2.03E-11,19.878,0.10875
Au,TiO2,1.33,1.38,40,1520,1.4322,-3.83E-09,5.08E-10,5.07E-10,1.98E-11,19.876,0.13738
Au,TiO2,1.33,1.38,40,1540,1.4316,-4.94E-09,4.86E-10,4.84E-10,1.82E-11,19.874,0.17508
Au,TiO2,1.33,1.38,40,1560,1.4311,-5.86E-09,4.91E-10,4.89E-10,2.02E-11,19.871,0.20507
Au,TiO2,1.33,1.38,40,1580,1.4305,-7.13E-09,4.59E-10,4.58E-10,2.03E-11,19.869,0.24613
Au,TiO2,1.33,1.38,40,1600,1.43,-8.73E-09,4.51E-10,4.50E-10,1.92E-11,19.867,0.2979
Au,TiO2,1.33,1.38,40,1620,1.4294,-1.17E-08,4.47E-10,4.46E-10,2.05E-11,19.864,0.3949
Au,TiO2,1.33,1.38,40,1640,1.4289,-1.87E-08,4.36E-10,4.35E-10,2.07E-11,19.862,0.62318
Au,TiO2,1.33,1.38,40,1660,1.4283,-2.91E-08,4.29E-10,4.27E-10,1.85E-11,19.859,0.95528
Au,TiO2,1.33,1.38,40,1680,1.4277,-2.77E-08,4.16E-10,4.15E-10,2.05E-11,19.857,0.89968
Au,TiO2,1.33,1.38,40,1700,1.4272,-2.33E-08,4.08E-10,4.07E-10,2.07E-11,19.854,0.74652
Au,TiO2,1.33,1.38,40,1720,1.4266,-2.25E-08,3.98E-10,3.97E-10,1.89E-11,19.852,0.71329
Au,TiO2,1.33,1.38,40,1740,1.426,-2.36E-08,3.96E-10,3.95E-10,1.90E-11,19.849,0.74092
Au,TiO2,1.33,1.38,40,1760,1.4254,-2.62E-08,3.86E-10,3.85E-10,2.10E-11,19.846,0.81108
Au,TiO2,1.33,1.38,40,1780,1.4248,-3.02E-08,3.80E-10,3.78E-10,2.05E-11,19.843,0.925
Au,TiO2,1.33,1.38,40,1800,1.4242,-3.56E-08,3.62E-10,3.60E-10,1.59E-11,19.841,1.0786
Au,TiO2,1.33,1.38,40,1820,1.4236,-4.23E-08,3.59E-10,3.57E-10,2.09E-11,19.837,1.2683
Au,TiO2,1.33,1.38,40,1840,1.423,-5.11E-08,3.46E-10,3.44E-10,1.74E-11,19.835,1.5151
Au,TiO2,1.33,1.38,40,1860,1.4224,-6.18E-08,3.69E-10,3.68E-10,2.11E-11,19.831,1.8126
Au,TiO2,1.33,1.38,40,1880,1.4218,-7.60E-08,3.24E-10,3.22E-10,1.97E-11,19.829,2.2056
Au,TiO2,1.33,1.38,40,1900,1.4211,-9.35E-08,3.31E-10,3.29E-10,2.10E-11,19.825,2.6852
Au,TiO2,1.33,1.38,40,1920,1.4205,-1.16E-07,3.21E-10,3.20E-10,2.00E-11,19.822,3.2939
Au,TiO2,1.33,1.38,40,1940,1.4199,-1.44E-07,3.13E-10,3.11E-10,2.09E-11,19.819,4.0559
Au,TiO2,1.33,1.38,40,1960,1.4192,-1.80E-07,3.08E-10,3.06E-10,2.14E-11,19.816,5.0163
Au,TiO2,1.33,1.38,40,1980,1.4186,-2.25E-07,3.26E-10,3.24E-10,2.17E-11,19.812,6.2001
Au,TiO2,1.33,1.38,40,2000,1.4179,-2.85E-07,2.97E-10,2.95E-10,1.89E-11,19.809,7.7874
Au,TiO2,1.33,1.38,40,2020,1.4173,-3.61E-07,2.92E-10,2.90E-10,2.18E-11,19.805,9.7533
Au,TiO2,1.33,1.38,40,2040,1.4166,-4.59E-07,2.88E-10,2.86E-10,2.11E-11,19.802,12.268
Au,TiO2,1.33,1.38,40,2060,1.4159,-5.84E-07,2.86E-10,2.84E-10,2.13E-11,19.798,15.479
Au,TiO2,1.33,1.38,40,2080,1.4153,-7.47E-07,2.68E-10,2.66E-10,2.03E-11,19.795,19.593
Au,TiO2,1.33,1.38,40,2100,1.4146,-9.56E-07,2.66E-10,2.64E-10,1.71E-11,19.791,24.847
Au,TiO2,1.33,1.38,40,2120,1.4139,-1.23E-06,2.74E-10,2.72E-10,2.03E-11,19.787,31.545
Au,TiO2,1.33,1.38,40,2140,1.4132,-1.57E-06,2.60E-10,2.58E-10,1.79E-11,19.784,40.057
Au,TiO2,1.33,1.38,40,2160,1.4125,-2.01E-06,2.55E-10,2.53E-10,1.84E-11,19.78,50.703
Au,TiO2,1.33,1.38,40,2180,1.4118,-2.55E-06,2.51E-10,2.49E-10,2.23E-11,19.775,63.952
Au,TiO2,1.33,1.38,40,2200,1.4111,-3.22E-06,2.47E-10,2.45E-10,1.87E-11,19.772,79.988
Au,TiO2,1.33,1.38,40,2220,1.4104,-4.03E-06,2.42E-10,2.40E-10,2.25E-11,19.767,98.969
Au,TiO2,1.33,1.38,40,2240,1.4097,-4.94E-06,2.41E-10,2.39E-10,2.26E-11,19.762,120.33
Au,TiO2,1.33,1.38,40,2260,1.4089,-5.92E-06,2.27E-10,2.25E-10,2.33E-11,19.763,143.08
Au,TiO2,1.33,1.38,40,2280,1.4082,-6.91E-06,2.34E-10,2.31E-10,2.21E-11,19.754,165.42
Au,TiO2,1.33,1.38,40,2300,1.4075,-7.81E-06,2.24E-10,2.22E-10,2.29E-11,19.75,185.27
Au,TiO2,1.33,1.38,40,2320,1.4068,-8.58E-06,2.43E-10,2.41E-10,1.84E-11,19.746,201.77
Au,TiO2,1.33,1.38,40,2340,1.406,-9.04E-06,2.12E-10,2.10E-10,1.94E-11,19.743,210.8
Au,TiO2,1.33,1.38,40,2360,1.4053,-9.35E-06,2.15E-10,2.13E-10,2.44E-11,19.766,216.29
Au,TiO2,1.33,1.38,40,2380,1.4045,-9.47E-06,2.10E-10,2.08E-10,1.81E-11,19.734,217.13
Au,TiO2,1.33,1.38,40,2400,1.4037,-9.48E-06,2.06E-10,2.03E-10,1.76E-11,19.728,215.66
Au,TiO2,1.33,1.38,40,2420,1.403,-9.46E-06,2.05E-10,2.03E-10,1.78E-11,19.724,213.45
Au,TiO2,1.33,1.38,40,2440,1.4022,-9.37E-06,1.99E-10,1.97E-10,2.36E-11,19.726,209.58
Au,TiO2,1.33,1.38,40,2460,1.4014,-9.29E-06,1.96E-10,1.93E-10,2.09E-11,19.723,205.99
Au,TiO2,1.33,1.38,40,2480,1.4007,-9.22E-06,1.90E-10,1.88E-10,1.78E-11,19.711,202.83
Au,TiO2,1.33,1.38,40,2500,1.3999,-9.18E-06,1.92E-10,1.90E-10,1.80E-11,19.707,200.42
Au,TiO2,1.33,1.39,40,1500,1.4327,-3.03E-09,5.11E-10,5.10E-10,2.03E-11,19.878,0.11037
Au,TiO2,1.33,1.39,40,1520,1.4322,-3.71E-09,5.08E-10,5.07E-10,1.98E-11,19.876,0.13334
Au,TiO2,1.33,1.39,40,1540,1.4316,-4.53E-09,4.86E-10,4.84E-10,1.82E-11,19.874,0.16068
Au,TiO2,1.33,1.39,40,1560,1.4311,-5.62E-09,4.91E-10,4.89E-10,2.02E-11,19.871,0.1965
Au,TiO2,1.33,1.39,40,1580,1.4305,-6.89E-09,4.51E-10,4.50E-10,2.02E-11,19.869,0.23797
Au,TiO2,1.33,1.39,40,1600,1.43,-8.39E-09,4.53E-10,4.52E-10,1.95E-11,19.867,0.28621
Au,TiO2,1.33,1.39,40,1620,1.4294,-9.22E-09,4.49E-10,4.47E-10,1.90E-11,19.864,0.31077
Au,TiO2,1.33,1.39,40,1640,1.4289,-1.03E-08,4.39E-10,4.37E-10,2.03E-11,19.862,0.34319
Au,TiO2,1.33,1.39,40,1660,1.4283,-1.20E-08,4.26E-10,4.25E-10,1.98E-11,19.859,0.3959
Au,TiO2,1.33,1.39,40,1680,1.4277,-1.49E-08,4.16E-10,4.15E-10,1.96E-11,19.857,0.48447
Au,TiO2,1.33,1.39,40,1700,1.4272,-2.00E-08,4.14E-10,4.12E-10,1.99E-11,19.854,0.64077
Au,TiO2,1.33,1.39,40,1720,1.4266,-2.86E-08,4.07E-10,4.05E-10,1.83E-11,19.852,0.90651
Au,TiO2,1.33,1.39,40,1740,1.426,-4.18E-08,3.89E-10,3.87E-10,1.92E-11,19.849,1.3117
Au,TiO2,1.33,1.39,40,1760,1.4254,-5.14E-08,3.80E-10,3.79E-10,1.61E-11,19.846,1.5933
Au,TiO2,1.33,1.39,40,1780,1.4248,-5.27E-08,3.79E-10,3.78E-10,1.78E-11,19.843,1.6149
Au,TiO2,1.33,1.39,40,1800,1.4242,-5.12E-08,3.71E-10,3.69E-10,2.12E-11,19.84,1.551
Au,TiO2,1.33,1.39,40,1820,1.4236,-5.37E-08,3.61E-10,3.60E-10,2.09E-11,19.837,1.6109
Au,TiO2,1.33,1.39,40,1840,1.423,-5.84E-08,3.58E-10,3.57E-10,2.07E-11,19.834,1.7316
Au,TiO2,1.33,1.39,40,1860,1.4224,-6.69E-08,3.67E-10,3.66E-10,2.11E-11,19.831,1.9638
Au,TiO2,1.33,1.39,40,1880,1.4218,-7.82E-08,3.28E-10,3.26E-10,2.13E-11,19.828,2.2713
Au,TiO2,1.33,1.39,40,1900,1.4211,-9.27E-08,3.22E-10,3.21E-10,2.15E-11,19.825,2.6632
Au,TiO2,1.33,1.39,40,1920,1.4205,-1.12E-07,3.21E-10,3.20E-10,2.00E-11,19.822,3.1811
Au,TiO2,1.33,1.39,40,1940,1.4199,-1.36E-07,3.13E-10,3.11E-10,2.09E-11,19.819,3.8127
Au,TiO2,1.33,1.39,40,1960,1.4192,-1.65E-07,3.08E-10,3.06E-10,2.14E-11,19.816,4.5966
Au,TiO2,1.33,1.39,40,1980,1.4186,-2.02E-07,3.26E-10,3.24E-10,2.17E-11,19.812,5.5704
Au,TiO2,1.33,1.39,40,2000,1.4179,-2.53E-07,2.97E-10,2.95E-10,1.89E-11,19.809,6.8953
Au,TiO2,1.33,1.39,40,2020,1.4173,-3.13E-07,2.92E-10,2.90E-10,2.18E-11,19.806,8.4687
Au,TiO2,1.33,1.39,40,2040,1.4166,-3.92E-07,2.88E-10,2.86E-10,2.11E-11,19.802,10.499
Au,TiO2,1.33,1.39,40,2060,1.4159,-4.92E-07,2.86E-10,2.84E-10,2.12E-11,19.799,13.035
Au,TiO2,1.33,1.39,40,2080,1.4153,-6.23E-07,2.68E-10,2.67E-10,2.04E-11,19.795,16.342
Au,TiO2,1.33,1.39,40,2100,1.4146,-7.90E-07,2.66E-10,2.64E-10,1.71E-11,19.792,20.543
Au,TiO2,1.33,1.39,40,2120,1.4139,-1.00E-06,2.74E-10,2.72E-10,2.05E-11,19.788,25.858
Au,TiO2,1.33,1.39,40,2140,1.4132,-1.28E-06,2.60E-10,2.58E-10,1.77E-11,19.785,32.585
Au,TiO2,1.33,1.39,40,2160,1.4125,-1.64E-06,2.55E-10,2.53E-10,1.90E-11,19.782,41.369
Au,TiO2,1.33,1.39,40,2180,1.4118,-2.09E-06,2.51E-10,2.49E-10,2.24E-11,19.776,52.249
Au,TiO2,1.33,1.39,40,2200,1.4111,-2.65E-06,2.48E-10,2.46E-10,2.08E-11,19.777,65.83
Au,TiO2,1.33,1.39,40,2220,1.4104,-3.34E-06,2.42E-10,2.40E-10,2.20E-11,19.769,82.097
Au,TiO2,1.33,1.39,40,2240,1.4097,-4.15E-06,2.41E-10,2.39E-10,2.26E-11,19.764,101.02
Au,TiO2,1.33,1.39,40,2260,1.4089,-5.04E-06,2.28E-10,2.26E-10,1.99E-11,19.76,121.63
Au,TiO2,1.33,1.39,40,2280,1.4082,-5.95E-06,2.34E-10,2.32E-10,2.28E-11,19.756,142.48
Au,TiO2,1.33,1.39,40,2300,1.4075,-6.81E-06,2.24E-10,2.22E-10,2.27E-11,19.752,161.63
Au,TiO2,1.33,1.39,40,2320,1.4068,-7.58E-06,2.44E-10,2.42E-10,1.78E-11,19.748,178.38
Au,TiO2,1.33,1.39,40,2340,1.406,-8.09E-06,2.13E-10,2.10E-10,2.87E-11,20.006,188.77
Au,TiO2,1.33,1.39,40,2360,1.4053,-8.51E-06,2.16E-10,2.14E-10,1.87E-11,19.742,196.69
Au,TiO2,1.33,1.39,40,2380,1.4045,-8.73E-06,2.10E-10,2.08E-10,1.82E-11,19.738,200.13
Au,TiO2,1.33,1.39,40,2400,1.4037,-8.91E-06,2.06E-10,2.04E-10,1.76E-11,19.73,202.52
Au,TiO2,1.33,1.39,40,2420,1.403,-9.12E-06,2.05E-10,2.03E-10,1.77E-11,19.726,205.63
Au,TiO2,1.33,1.39,40,2440,1.4022,-9.23E-06,1.99E-10,1.97E-10,2.77E-11,19.847,206.52
Au,TiO2,1.33,1.39,40,2460,1.4014,-9.35E-06,1.97E-10,1.95E-10,2.03E-11,19.733,207.33
Au,TiO2,1.33,1.39,40,2480,1.4007,-9.51E-06,1.90E-10,1.88E-10,1.78E-11,19.711,209.3
Au,TiO2,1.33,1.39,40,2500,1.3999,-9.81E-06,1.95E-10,1.92E-10,1.79E-11,19.707,214.07
Au,TiO2,1.33,1.4,40,1500,1.4327,-3.53E-09,5.11E-10,5.10E-10,2.02E-11,19.878,0.12835
Au,TiO2,1.33,1.4,40,1520,1.4322,-3.97E-09,5.08E-10,5.07E-10,1.98E-11,19.876,0.1427
Au,TiO2,1.33,1.4,40,1540,1.4316,-4.75E-09,4.86E-10,4.84E-10,1.82E-11,19.874,0.16816
Au,TiO2,1.33,1.4,40,1560,1.4311,-5.77E-09,4.91E-10,4.89E-10,2.02E-11,19.871,0.20201
Au,TiO2,1.33,1.4,40,1580,1.4305,-6.82E-09,4.51E-10,4.50E-10,2.02E-11,19.869,0.23566
Au,TiO2,1.33,1.4,40,1600,1.43,-7.79E-09,4.53E-10,4.52E-10,1.95E-11,19.867,0.26582
Au,TiO2,1.33,1.4,40,1620,1.4294,-8.79E-09,4.49E-10,4.47E-10,1.89E-11,19.865,0.29598
Au,TiO2,1.33,1.4,40,1640,1.4289,-1.01E-08,4.33E-10,4.31E-10,2.07E-11,19.862,0.33498
Au,TiO2,1.33,1.4,40,1660,1.4283,-1.19E-08,4.33E-10,4.32E-10,2.03E-11,19.859,0.39092
Au,TiO2,1.33,1.4,40,1680,1.4277,-1.40E-08,4.20E-10,4.19E-10,1.90E-11,19.857,0.45432
Au,TiO2,1.33,1.4,40,1700,1.4272,-1.58E-08,4.07E-10,4.06E-10,1.85E-11,19.854,0.50616
Au,TiO2,1.33,1.4,40,1720,1.4266,-1.83E-08,4.04E-10,4.02E-10,1.68E-11,19.852,0.58208
Au,TiO2,1.33,1.4,40,1740,1.426,-2.22E-08,3.89E-10,3.88E-10,2.02E-11,19.849,0.69541
Au,TiO2,1.33,1.4,40,1760,1.4254,-2.73E-08,3.80E-10,3.79E-10,1.61E-11,19.846,0.8476
Au,TiO2,1.33,1.4,40,1780,1.4248,-3.51E-08,3.80E-10,3.78E-10,1.80E-11,19.843,1.0775
Au,TiO2,1.33,1.4,40,1800,1.4242,-4.77E-08,3.70E-10,3.69E-10,2.12E-11,19.841,1.4451
Au,TiO2,1.33,1.4,40,1820,1.4236,-6.31E-08,3.61E-10,3.60E-10,2.09E-11,19.838,1.8927
Au,TiO2,1.33,1.4,40,1840,1.423,-8.41E-08,3.58E-10,3.56E-10,2.10E-11,19.835,2.4958
Au,TiO2,1.33,1.4,40,1860,1.4224,-1.01E-07,3.67E-10,3.65E-10,2.06E-11,19.831,2.9708
Au,TiO2,1.33,1.4,40,1880,1.4218,-1.17E-07,3.28E-10,3.26E-10,2.10E-11,19.828,3.3972
Au,TiO2,1.33,1.4,40,1900,1.4211,-1.30E-07,3.23E-10,3.21E-10,2.14E-11,19.825,3.7291
Au,TiO2,1.33,1.4,40,1920,1.4205,-1.46E-07,3.21E-10,3.20E-10,1.98E-11,19.822,4.1475
Au,TiO2,1.33,1.4,40,1940,1.4199,-1.64E-07,3.13E-10,3.11E-10,2.07E-11,19.819,4.6242
Au,TiO2,1.33,1.4,40,1960,1.4192,-1.88E-07,3.08E-10,3.06E-10,2.17E-11,19.817,5.2249
Au,TiO2,1.33,1.4,40,1980,1.4186,-2.20E-07,3.26E-10,3.24E-10,2.18E-11,19.813,6.0738
Au,TiO2,1.33,1.4,40,2000,1.4179,-2.68E-07,2.97E-10,2.95E-10,1.88E-11,19.81,7.3235
Au,TiO2,1.33,1.4,40,2020,1.4173,-3.22E-07,2.92E-10,2.90E-10,2.19E-11,19.807,8.6951
Au,TiO2,1.33,1.4,40,2040,1.4166,-3.96E-07,2.88E-10,2.86E-10,2.12E-11,19.803,10.582
Au,TiO2,1.33,1.4,40,2060,1.4159,-4.85E-07,2.86E-10,2.84E-10,2.13E-11,19.799,12.86
Au,TiO2,1.33,1.4,40,2080,1.4153,-6.10E-07,2.68E-10,2.67E-10,2.05E-11,19.796,16.014
Au,TiO2,1.33,1.4,40,2100,1.4146,-7.69E-07,2.66E-10,2.65E-10,1.71E-11,19.793,19.977
Au,TiO2,1.33,1.4,40,2120,1.4139,-9.67E-07,2.74E-10,2.72E-10,2.08E-11,19.79,24.886
Au,TiO2,1.33,1.4,40,2140,1.4132,-1.22E-06,2.60E-10,2.58E-10,1.76E-11,19.785,31.01
Au,TiO2,1.33,1.4,40,2160,1.4125,-1.56E-06,2.55E-10,2.53E-10,1.96E-11,19.791,39.446
Au,TiO2,1.33,1.4,40,2180,1.4118,-1.98E-06,2.50E-10,2.48E-10,2.25E-11,19.777,49.554
Au,TiO2,1.33,1.4,40,2200,1.4111,-2.52E-06,2.47E-10,2.45E-10,2.20E-11,19.813,62.397
Au,TiO2,1.33,1.4,40,2220,1.4104,-3.15E-06,2.43E-10,2.41E-10,2.15E-11,19.771,77.483
Au,TiO2,1.33,1.4,40,2240,1.4097,-3.91E-06,2.41E-10,2.39E-10,2.26E-11,19.766,95.215
Au,TiO2,1.33,1.4,40,2260,1.4089,-4.73E-06,2.29E-10,2.27E-10,1.86E-11,19.762,114.28
Au,TiO2,1.33,1.4,40,2280,1.4082,-5.58E-06,2.34E-10,2.31E-10,2.28E-11,19.757,133.53
Au,TiO2,1.33,1.4,40,2300,1.4075,-6.35E-06,2.24E-10,2.22E-10,2.19E-11,19.752,150.67
Au,TiO2,1.33,1.4,40,2320,1.4068,-7.02E-06,2.44E-10,2.42E-10,1.76E-11,19.749,165.08
Au,TiO2,1.33,1.4,40,2340,1.406,-7.43E-06,2.13E-10,2.11E-10,2.12E-11,19.753,173.26
Au,TiO2,1.33,1.4,40,2360,1.4053,-7.71E-06,2.16E-10,2.14E-10,1.81E-11,19.741,178.28
Au,TiO2,1.33,1.4,40,2380,1.4045,-7.85E-06,2.16E-10,2.14E-10,1.81E-11,19.739,180.07
Au,TiO2,1.33,1.4,40,2400,1.4037,-7.92E-06,2.07E-10,2.05E-10,1.76E-11,19.732,180
Au,TiO2,1.33,1.4,40,2420,1.403,-7.95E-06,2.05E-10,2.03E-10,1.77E-11,19.728,179.19
Au,TiO2,1.33,1.4,40,2440,1.4022,-7.97E-06,1.99E-10,1.96E-10,2.25E-11,19.744,178.18
Au,TiO2,1.33,1.4,40,2460,1.4014,-8.04E-06,1.98E-10,1.96E-10,2.01E-11,19.733,178.36
Au,TiO2,1.33,1.4,40,2480,1.4007,-8.16E-06,1.95E-10,1.92E-10,1.78E-11,19.714,179.5
Au,TiO2,1.33,1.4,40,2500,1.3999,-8.32E-06,1.95E-10,1.93E-10,1.79E-11,19.71,181.67
Au,TiO2,1.34,1.33,40,1500,1.4327,-3.30E-09,5.31E-10,5.29E-10,2.01E-11,19.878,0.11996
Au,TiO2,1.34,1.33,40,1520,1.4322,-4.31E-09,4.99E-10,4.98E-10,1.96E-11,19.876,0.15475
Au,TiO2,1.34,1.33,40,1540,1.4316,-5.75E-09,4.86E-10,4.85E-10,1.86E-11,19.874,0.20386
Au,TiO2,1.34,1.33,40,1560,1.4311,-7.96E-09,4.71E-10,4.70E-10,1.60E-11,19.872,0.27863
Au,TiO2,1.34,1.33,40,1580,1.4305,-1.18E-08,4.65E-10,4.64E-10,1.94E-11,19.869,0.40803
Au,TiO2,1.34,1.33,40,1600,1.43,-1.96E-08,4.55E-10,4.54E-10,1.94E-11,19.867,0.66967
Au,TiO2,1.34,1.33,40,1620,1.4294,-4.08E-08,4.47E-10,4.45E-10,2.04E-11,19.864,1.3748
Au,TiO2,1.34,1.33,40,1640,1.4289,-1.18E-07,4.40E-10,4.38E-10,1.96E-11,19.861,3.9407
Au,TiO2,1.34,1.33,40,1660,1.4283,-2.68E-07,4.21E-10,4.20E-10,1.97E-11,19.857,8.8082
Au,TiO2,1.34,1.33,40,1680,1.4277,-1.49E-07,4.12E-10,4.10E-10,1.88E-11,19.856,4.8248
Au,TiO2,1.34,1.33,40,1700,1.4272,-7.97E-08,4.02E-10,4.01E-10,1.86E-11,19.854,2.5574
Au,TiO2,1.34,1.33,40,1720,1.4266,-5.59E-08,3.94E-10,3.93E-10,1.96E-11,19.851,1.7741
Au,TiO2,1.34,1.33,40,1740,1.426,-4.67E-08,3.86E-10,3.84E-10,1.69E-11,19.849,1.4658
Au,TiO2,1.34,1.33,40,1760,1.4254,-4.36E-08,3.81E-10,3.79E-10,1.60E-11,19.846,1.3519
Au,TiO2,1.34,1.33,40,1780,1.4248,-4.36E-08,3.76E-10,3.74E-10,2.03E-11,19.843,1.337
Au,TiO2,1.34,1.33,40,1800,1.4242,-4.58E-08,3.64E-10,3.62E-10,1.98E-11,19.84,1.3899
Au,TiO2,1.34,1.33,40,1820,1.4236,-4.99E-08,3.56E-10,3.55E-10,1.82E-11,19.838,1.4973
Au,TiO2,1.34,1.33,40,1840,1.423,-5.58E-08,3.46E-10,3.44E-10,1.77E-11,19.835,1.654
